mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,spec_centroid_mean,spec_centroid_std,spec_rolloff_mean,spec_rolloff_std,spec_bandwidth_mean,spec_bandwidth_std,zcr_mean,zcr_std,chroma_0_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,pitch_mean,pitch_std,rms_mean,rms_std,spec_contrast_mean,spec_contrast_std,duration,tempo,spec_flatness_mean,file_name,label,category
-357.86862,101.22627,19.98422,75.95879,-18.253382,58.320923,5.0907674,57.66237,4.06836,34.390057,-4.620539,50.520775,-4.5074725,26.264776,-3.8829255,20.16219,-6.049091,24.980095,-2.2160897,14.563336,-3.647283,14.851295,-0.3375744,14.833632,4.330744,12.682471,1720.4251142628427,1384.962026421648,2491.1099137931033,1993.2217397976403,905.992264323797,486.1253026695614,0.17144564924568967,0.14374338382400076,0.26041746,0.30733496,0.31545004,0.2154544,0.10810115,0.20898789,0.23984055,0.34883207,0.37551782,0.22537531,0.15506074,0.20954418,2159.309,1282.2422,0.097711794,0.09631382,28.256977446585825,11.813894405864174,1.8444375,46.875,0.0018510568,OAF_beg_neutral.wav,1,depressed
-366.5942,112.014015,51.8211,90.6632,15.433004,42.329277,12.604637,39.21029,4.2135687,32.751766,-13.466118,40.543854,-23.82247,25.241295,-19.89007,25.484398,-11.785972,19.067608,-12.5902,17.024761,-9.642947,15.039784,-4.427016,14.161819,-1.7817208,11.211314,1268.0744136132575,1399.6650013894248,2132.592429577465,2138.555808551023,960.4208272396995,672.8577740752523,0.09986383142605634,0.145311815494031,0.2234771,0.23188397,0.16428842,0.14252187,0.2112238,0.3376784,0.28930146,0.2338992,0.21397081,0.3277703,0.31396866,0.21609984,1755.2633,1403.1144,0.09876076,0.09248793,26.239239071324295,11.55521324304176,2.24,36.05769230769231,0.058044434,OAF_beg_sad.wav,1,depressed
-396.6527,89.46427,50.572346,66.94155,6.7132554,30.73475,6.673084,28.692297,7.285388,25.360554,-3.9337265,31.341354,-10.735724,29.16496,-10.89377,21.152565,-11.918593,16.712873,-7.540287,17.632048,-1.8207245,15.4691305,-1.2920744,13.186942,-0.3213157,11.727092,1419.3200940485551,1487.1709649282016,2494.7916666666665,2137.940400363385,1089.7116371226036,734.7338495336851,0.11481584821428571,0.16457994898242664,0.20630097,0.22862253,0.19998112,0.21356404,0.26689896,0.41970256,0.29248694,0.24168982,0.279059,0.27739868,0.18564142,0.16274753,1168.4818,1017.79333,0.051493075,0.07295297,25.946616976504043,10.32352016588912,1.984,36.05769230769231,0.068196945,OAF_bite_sad.wav,1,depressed
-371.2806,97.169304,50.040154,101.6482,-1.0962994,72.33882,2.791043,53.42733,0.633403,47.698948,2.5967429,41.456253,3.3046923,33.47406,-4.626983,24.17578,-4.057657,20.160078,-5.8470645,13.071541,-8.52044,22.157337,-1.975236,16.61566,1.4367502,13.95818,1578.5774297090863,1532.5730952881015,2098.5991379310344,2035.3194210279332,828.120779099082,495.2740081218869,0.16195783943965517,0.16659797113800562,0.08360491,0.25080305,0.24358968,0.19096619,0.347755,0.37064612,0.40576762,0.29131368,0.17577559,0.12680663,0.2755482,0.23212212,1860.1323,1353.7863,0.09888214,0.0740928,28.330067554138896,12.650747248775506,1.824,117.1875,0.0021553112,OAF_boat_neutral.wav,1,depressed
-413.38702,87.37884,45.784267,109.76361,18.952293,53.63572,2.461509,29.958485,-6.244462,34.395874,-5.193877,38.914253,-11.763689,26.632776,-11.974696,26.141512,-10.861008,22.553839,-9.291125,14.162639,-8.093854,12.580057,-5.514824,10.7195,1.4656543,9.788557,1385.4368297514286,1528.9996453768388,2105.3571428571427,2122.7037319441665,804.1004193517539,574.551728115936,0.12209123883928572,0.16517893389805677,0.2774202,0.27814046,0.2237542,0.21927293,0.20351468,0.27769,0.28124323,0.2791449,0.36329266,0.41697887,0.31525603,0.24117526,1896.901,1468.3444,0.06199238,0.067460395,23.635341176311222,11.256501302114593,2.208,117.1875,0.10187888,OAF_boat_sad.wav,1,depressed
-358.8763,101.64967,29.561832,83.43106,-9.459504,60.821625,-8.367469,47.41953,-4.9116673,50.22805,-1.901548,48.185272,-5.263427,29.228394,-6.987724,25.471964,-5.4086776,23.968288,-6.4228187,17.508347,-7.0289474,16.729553,0.1257198,16.18001,2.9635704,12.36835,1693.9748396407458,1393.1069364662974,2250.5208333333335,2056.449194590169,951.7106597295439,562.1755692332393,0.17845865885416667,0.1437567637874806,0.23080884,0.3549311,0.08759531,0.1285242,0.23488171,0.38159898,0.44433066,0.17612742,0.10002063,0.13009585,0.17608212,0.15781601,2098.6355,1326.3286,0.1045822,0.099729925,28.882066281798476,11.850822256593387,1.896625,50.67567567567568,0.0020748358,OAF_bone_neutral.wav,1,depressed
-351.9273,83.94145,55.797535,105.50272,22.681116,61.185455,8.35695,38.502445,-2.8952913,37.087727,-14.145292,45.873825,-19.929392,32.239758,-18.363913,30.108114,-10.855189,19.437826,-12.66644,19.07181,-9.293526,14.949059,-5.0813065,11.059781,2.1169083,9.750687,1455.5590437382277,1548.3653176192176,2194.0789473684213,2056.8564278428057,851.9112054173123,632.7887379060713,0.12560392680921054,0.16566281210780107,0.2162972,0.15021504,0.19056158,0.25558922,0.30040026,0.4046196,0.21660218,0.24160646,0.3236064,0.20517229,0.13489115,0.14731586,1356.4633,1282.6691,0.11950021,0.087205775,28.617926940866624,12.844511563477873,2.4005625,117.1875,0.029916033,OAF_bone_sad.wav,1,depressed
-365.77136,90.56528,28.399767,95.69402,-8.244773,69.31654,-0.6686354,58.978577,-1.6465824,46.198666,1.1835873,45.748283,-5.6603165,47.742973,-10.361289,30.813803,-5.5028415,23.352486,-1.7928748,14.089658,-2.6943088,19.27518,0.07755109,16.491577,2.7121491,13.866179,1758.6122349280186,1511.9586031420695,2571.514423076923,2266.5181763825553,903.4937905935705,577.1687844726488,0.17268254206730768,0.1510806685517094,0.15746543,0.23723483,0.29288638,0.11865182,0.3225433,0.35844672,0.37174588,0.33474132,0.12252741,0.07597187,0.27797362,0.21270673,1757.7046,1219.871,0.10361259,0.084177256,30.102350901417488,12.711684826477432,1.637125,46.875,0.0020775704,OAF_book_neutral.wav,1,depressed
-411.52072,94.6273,59.917656,112.01693,20.858027,46.68331,12.48644,37.971813,5.129565,46.040836,-1.9242988,48.267628,-8.666006,27.528866,-12.863293,25.232624,-10.564147,24.799746,-8.699032,20.17142,-5.9391637,19.98485,-4.4525065,11.439712,4.3997717,9.726416,1257.92808109556,1432.9052349936512,2180.4166666666665,2078.6951650999054,950.0735507101446,596.9763841267863,0.09867838541666667,0.1522788025397334,0.18764059,0.19536552,0.2512481,0.29463047,0.3464859,0.3621003,0.2669114,0.22359869,0.23551235,0.4089599,0.35851136,0.24860145,1769.6871,1463.0156,0.08753719,0.07835086,26.019859870046567,11.418256892073467,2.387375,110.29411764705883,0.04177601,OAF_book_sad.wav,1,depressed
-367.43887,93.19382,36.07867,88.80591,-14.938067,63.956776,-8.390744,57.813732,-1.2589538,45.65793,1.0797896,38.159405,-7.53697,36.24265,-12.000302,24.536716,-6.2367024,14.724089,-2.3694868,14.27224,-2.1379402,19.525312,-0.33970842,17.116512,2.7748678,13.55461,1702.8646598925422,1387.411136641599,2418.181818181818,2109.9446066711225,898.6219949392274,550.87316889006,0.16381392045454546,0.1277554979241467,0.18065466,0.3362734,0.31456038,0.17692842,0.37835544,0.37500295,0.4560523,0.46641877,0.17706224,0.14712164,0.32332626,0.24365729,1562.0205,1085.4287,0.08834323,0.09319268,28.9599131484293,12.695386991733638,1.728,42.61363636363637,0.0016561265,OAF_bought_neutral.wav,1,depressed
-392.00317,86.57037,54.8901,98.079926,20.17774,38.854927,6.160181,30.218924,-0.5402703,33.705433,-4.12271,36.41078,-14.40058,36.148773,-16.138025,25.18813,-11.293607,19.22146,-10.414421,22.43912,-5.526899,16.373499,-5.4090686,12.729516,-1.8451706,13.985043,1344.0091740208134,1530.8269739756408,2028.8856907894738,2075.5666709082843,880.1457204886932,599.3246797298249,0.11658357319078948,0.16783803512841233,0.17880769,0.16316487,0.2269355,0.3052194,0.30332646,0.36145714,0.22644974,0.20245907,0.33909234,0.4163641,0.23660652,0.15872142,1591.1974,1396.7601,0.07798972,0.06959738,25.876493974751597,11.796533677933343,2.4,117.1875,0.05914569,OAF_bought_sad.wav,1,depressed
-368.06046,101.92493,65.24628,120.06285,19.27285,30.8437,6.7412343,43.166378,9.446083,39.214314,-10.896771,52.919292,-22.780014,26.061136,-20.284586,25.359917,-14.717792,22.377462,-7.1658187,23.110685,-7.443608,15.950486,-9.373825,15.750319,-3.12404,11.671376,1247.5571507354473,1400.6893127841965,2021.5992647058824,1983.319053470196,911.7319925046892,670.7435899301777,0.0967873965992647,0.14233497821646293,0.24245968,0.20792061,0.16627735,0.18344708,0.20625742,0.24659956,0.3991596,0.31142998,0.18025506,0.1801703,0.32075334,0.37986496,1357.0857,1245.8289,0.12051748,0.08571643,26.32621654482705,11.60299013405031,2.151125,85.22727272727273,0.07749616,OAF_burn_sad.wav,1,depressed
-378.3274,102.92882,57.779694,106.2317,14.160603,40.826183,5.038629,47.84517,-0.019992536,28.911812,-5.38678,39.776325,-15.181198,25.544891,-19.069061,29.163658,-6.6214366,26.774082,-8.703275,27.759832,-5.5129194,19.412624,-4.081081,15.100856,-0.69719875,11.96168,1571.7181401643672,1521.2990633352,2441.7410714285716,2226.1918886868452,1014.174499919907,639.1759839534292,0.12859235491071427,0.15892545917457868,0.1303881,0.07464989,0.16585857,0.21646263,0.3466952,0.3185543,0.28327116,0.34529522,0.36224326,0.26476854,0.1617209,0.18304151,1827.287,1365.704,0.074526526,0.06681823,25.769312395900666,11.79917379971378,2.23275,35.37735849056604,0.029346088,OAF_cab_sad.wav,1,depressed
-394.11234,104.093254,67.607475,114.607124,18.974844,45.799717,2.7955413,35.943188,-0.22080648,48.73055,-4.5645995,50.041462,-13.850384,42.886307,-18.673582,29.138756,-16.75039,23.92532,-14.421444,17.435478,-8.15733,20.378506,-3.5178447,12.788019,-0.8020849,10.179885,1335.3053937263887,1424.9320359120352,2147.9166666666665,2094.2262103552443,911.7720716134692,619.820066521265,0.10867838541666666,0.1549379559561021,0.18213975,0.20009887,0.22417046,0.23789223,0.2177155,0.195749,0.3171298,0.27153978,0.1966484,0.30761066,0.3316976,0.21029112,1580.7623,1306.7351,0.11011003,0.08490031,26.65618801642106,12.626993687649474,2.368,38.265306122448976,0.026924089,OAF_calm_sad.wav,1,depressed
-385.45566,105.11387,62.978928,101.32962,17.183996,48.969845,19.712675,59.18239,-0.8147796,41.251556,-11.840629,49.76315,-15.500647,37.1983,-15.94856,30.97191,-13.653216,22.120855,-15.88632,17.732107,-6.5593743,17.418026,-4.9447856,13.254349,1.352721,13.127369,1385.7371180586867,1516.82211781778,2075.5208333333335,2044.2283036977276,837.1941933097713,464.51490369573435,0.12630208333333334,0.1568228904498587,0.20044358,0.16090918,0.16453011,0.24479884,0.29059884,0.30320865,0.2098971,0.2750397,0.36810654,0.3598202,0.2804584,0.20222287,2112.9705,1464.2511,0.10354228,0.08040708,27.22185533096259,11.623138862233407,2.392125,36.76470588235294,0.0025535135,OAF_came_sad.wav,1,depressed
-360.2119,103.7545,63.919495,112.106606,19.916996,41.711952,-0.42826596,46.262722,0.26956007,46.35454,-3.3379767,49.36942,-11.345193,35.199486,-21.03756,22.428247,-12.238757,20.653673,-7.4671416,19.021563,-0.4852253,24.100412,-3.9601321,14.508018,-1.6895102,15.076932,1596.7538718305682,1645.0751155633122,2420.114436619718,2264.5730457536374,987.532645581864,701.0455013443535,0.13676689040492956,0.1704712253907394,0.16909505,0.18195827,0.16726393,0.29245093,0.3133347,0.31477237,0.37622055,0.28258455,0.24729353,0.2846734,0.35754415,0.2816575,1064.671,939.2432,0.11296666,0.093627416,26.4458615128167,11.8869619594594,2.24,312.5,0.0025405465,OAF_cause_sad.wav,1,depressed
-369.91693,89.75807,49.346756,105.93512,27.372202,49.630043,13.597932,49.88279,5.011088,35.79383,-8.505184,40.453148,-20.193224,31.88115,-15.094009,30.330732,-13.975117,19.677032,-17.55312,19.101902,-7.8193626,16.838005,-7.702452,10.068686,-3.0409663,11.64208,1578.8919483500347,1669.4146379124754,2423.477564102564,2204.913434264846,880.4325559920969,558.5478238138857,0.15285707131410256,0.1829220318039882,0.099678196,0.1543905,0.19051403,0.2179652,0.36663702,0.26284698,0.2392698,0.23208351,0.32473102,0.19594206,0.121848255,0.12746985,2247.7163,1380.9994,0.100790605,0.07258746,27.593215590355697,11.92863509635874,2.483875,38.265306122448976,0.0027928948,OAF_chain_sad.wav,1,depressed
-357.7481,103.09321,54.216747,109.84282,20.300522,42.07153,13.138155,46.251316,4.94767,34.430027,-6.4403014,35.978436,-18.280348,32.28979,-14.611049,22.87651,-11.325836,22.791569,-10.84156,21.787302,-6.2044997,14.81656,-4.115467,12.171864,1.0217088,10.450491,1496.6880040862436,1622.841168983658,2380.1398026315787,2246.139177398015,925.0651794778325,596.4156306519594,0.13134123149671054,0.17066609803875923,0.15459707,0.17451131,0.16214688,0.14041834,0.2445963,0.40155175,0.3679651,0.22414193,0.24128339,0.30272654,0.32140723,0.17863657,1946.194,1287.6005,0.11282138,0.088392735,25.01156637304868,12.058268759597619,2.4,35.37735849056604,0.056920797,OAF_chair_sad.wav,1,depressed
-353.20535,115.21211,68.42339,117.717674,10.117716,30.472666,-1.8222342,57.676186,-5.6707163,40.99782,-4.5865083,41.259766,-13.132694,46.293667,-18.707294,28.360514,-14.614544,22.4237,-4.332088,26.42996,-3.3219104,21.255775,-6.469947,9.828477,0.7479855,14.255935,1629.8348995620913,1277.2024750537903,2691.964285714286,2059.0270682646487,1134.0225093677948,693.749540396409,0.14803447420634921,0.1275894123791796,0.16368748,0.23113893,0.18437093,0.19235288,0.22778007,0.2740554,0.361655,0.30452734,0.27723056,0.4149804,0.32333264,0.17150567,1920.9387,1248.6683,0.1253208,0.100940645,27.626778145690277,11.280593133122368,1.984,40.76086956521739,0.0066902773,OAF_chalk_sad.wav,1,depressed
-404.9064,112.532425,44.34365,122.85019,11.381466,57.445843,5.8732123,43.870323,0.10154334,29.152489,-7.075089,42.198856,-23.878262,30.884605,-17.951185,23.947111,-9.114153,21.442467,-10.679866,23.867561,-6.182787,14.0031595,-5.282825,11.873618,-0.2915671,11.337619,1718.178170582122,1716.6286801816918,2616.652397260274,2332.19588150469,871.857671543079,521.0103756785675,0.16830987799657535,0.19144018037127725,0.11407225,0.1352568,0.16102494,0.14627737,0.22444244,0.27675045,0.49727687,0.39409584,0.2290235,0.33820173,0.38250303,0.24410094,2048.9673,1319.2262,0.07947691,0.0753518,26.381135361145926,12.303567247704846,2.304,36.76470588235294,0.0035167406,OAF_chat_sad.wav,1,depressed
-339.8105,100.30006,48.216194,118.374,20.395578,51.158726,5.3389273,46.465294,2.0872812,32.20456,-6.080439,42.196095,-21.749037,33.65452,-14.365617,30.631374,-11.515375,22.046179,-12.716199,18.153778,-4.9024982,15.042465,-6.4305067,10.206966,3.6671927,9.186343,1764.2691301857162,1715.6473320570587,2707.8354779411766,2209.1798168866203,930.4432092314596,570.8519423432513,0.15907197840073528,0.18734687921194076,0.10901413,0.21728785,0.18727335,0.23878361,0.38935897,0.32297227,0.35461646,0.3056847,0.28456998,0.17584828,0.15303014,0.12827146,1928.1992,1333.1622,0.13124117,0.0954744,25.462419973349235,12.038633725559016,2.144,38.265306122448976,0.013132623,OAF_check_sad.wav,1,depressed
-384.38773,68.80676,36.824017,92.986664,20.63642,41.881836,15.905432,46.45245,4.82617,30.68738,-6.040069,37.54982,-22.182896,32.835484,-16.067663,21.562756,-12.60199,17.93053,-14.271274,18.714409,-9.979263,12.965812,-4.8660655,15.103357,-3.2141888,12.439594,1471.1193674841911,1613.9903529510307,2239.889705882353,2192.5137276162204,856.5705269078109,502.3706410655676,0.12428911994485294,0.16362133461650477,0.09609122,0.12853082,0.14671905,0.1571975,0.14702916,0.20187433,0.4008469,0.30605265,0.22626822,0.3207653,0.32840383,0.12969413,2414.6409,1378.8837,0.09049599,0.08591706,26.188877408362035,11.415078721679041,2.144,110.29411764705883,0.0017351165,OAF_cheek_sad.wav,1,depressed
-378.37833,89.129265,39.864616,81.839066,20.498362,30.729376,19.114965,48.804977,8.0445385,30.74629,-6.118123,37.600254,-7.737994,33.12818,-8.163982,23.78616,-14.079605,23.667374,-9.452953,19.037024,-5.255886,16.048304,-5.8175387,13.620145,-1.2829913,14.38937,1140.0775348446277,1216.6837517168892,1880.76171875,2033.689094386441,997.1300940698551,632.7093086552541,0.083868408203125,0.11539761231561066,0.1965783,0.18593962,0.18667866,0.21355739,0.32124186,0.46145564,0.33831295,0.2655582,0.34305447,0.3659518,0.3478827,0.24178219,2322.8755,1268.9722,0.11159994,0.112208605,26.319748881104456,10.873918007349697,2.5440625,33.482142857142854,0.052363597,OAF_chief_sad.wav,1,depressed
-377.60168,112.08722,53.339874,127.272545,19.26639,50.349182,10.302944,52.6193,0.69435924,37.051952,3.1021588,45.330124,-16.642065,33.057983,-16.057674,29.592012,-12.200961,28.283178,-10.353191,24.415117,-7.563741,20.57123,-6.141972,11.17173,-3.3287737,10.302394,1572.7858451584611,1668.1191105336868,2385.320216049383,2300.2128587464063,876.8847271800339,533.1431526923245,0.1499565972222222,0.17684170396297416,0.32660276,0.290897,0.23920733,0.2114855,0.24320668,0.25242978,0.3672863,0.31395334,0.28393403,0.40665874,0.439065,0.3425649,2259.6133,1345.6765,0.11081765,0.08263333,24.130958440361848,11.026629937496619,2.56,32.89473684210526,0.0029307683,OAF_choice_sad.wav,1,depressed
-375.9224,95.856514,53.547775,92.26243,13.15213,53.859478,1.0473762,42.407635,-0.37439266,31.623404,-6.032423,46.551003,-13.917573,32.036392,-17.442694,27.006172,-9.492163,19.323538,-11.104604,16.185038,-7.736653,14.578415,-6.496492,12.697995,0.34152317,11.567207,1335.6736700453628,1390.4723422711563,2091.6666666666665,1967.7946315115191,945.800234217877,588.180008104958,0.11299479166666666,0.1555088438713042,0.25103703,0.29216138,0.22081439,0.28014678,0.29328027,0.38917685,0.36510476,0.24117711,0.28308755,0.33266658,0.26107767,0.2121397,1567.7863,1354.9678,0.08078731,0.077666804,26.56633603313625,12.300028256805271,2.368,35.37735849056604,0.023964077,OAF_cool_sad.wav,1,depressed
-338.0971,119.863945,59.275295,67.23086,8.477704,33.52864,7.858055,39.384663,4.059883,28.90517,-7.820974,39.70811,-15.050535,31.129786,-11.542457,26.805647,-9.337364,22.823112,-4.0151777,26.071318,-5.7579756,19.067522,-0.35616854,13.233419,1.1580929,11.623234,1178.836894652645,1030.7766271535797,2193.2091346153848,1900.796878343144,1127.7078131406074,741.1303109064665,0.0806728265224359,0.07610698586789602,0.16445953,0.15675725,0.17818291,0.2314397,0.2736142,0.42120966,0.3867158,0.32421,0.2992844,0.38399458,0.41142082,0.2264598,1295.4021,1015.5136,0.12634294,0.10906255,26.44417177749135,10.995913227174837,2.464,36.05769230769231,0.06912439,OAF_dab_sad.wav,1,depressed
